idx,file,true_idx,true_label,pred_idx,pred_label,reason,max_prob
103,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_534.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.004,0.9999233484268188
104,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_549.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.011,0.9999669790267944
105,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_553.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.047,0.9965581297874451
106,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_556.jpg,0,Half-ripened,0,Half-ripened,accepted_prob0.99_dist0.059,0.9895612597465515
107,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_558.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.069,0.9974560141563416
108,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_559.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.012,0.9999313354492188
109,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_567.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.004,0.9999260902404785
110,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_571.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.027,0.9999082088470459
111,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_574.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.004,0.999861478805542
112,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_577.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.045,0.9971455931663513
113,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_578.jpg,0,Half-ripened,0,Half-ripened,accepted_prob0.99_dist0.056,0.9929648637771606
114,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_582.jpg,0,Half-ripened,0,Half-ripened,accepted_prob0.93_dist0.102,0.9319188594818115
115,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_591.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.023,0.999345600605011
116,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_595.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.022,0.9992780089378357
117,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_596.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.033,0.999946117401123
118,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_598.jpg,0,Half-ripened,0,Half-ripened,accepted_prob0.97_dist0.090,0.9724234342575073
119,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_599.jpg,0,Half-ripened,4,NotBanana,NotBanana:low_prob(0.51)|far_dist(0.242>thr0.155),0.5070582032203674
120,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_600.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.041,0.998713493347168
121,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Half-ripened/setengah-matang_602.jpg,0,Half-ripened,0,Half-ripened,accepted_prob1.00_dist0.020,0.9996941089630127
122,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_003.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.074,0.9996695518493652
123,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_012.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.087,0.9998400211334229
124,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_013.jpg,1,Overripe,1,Overripe,accepted_prob0.61_dist0.086,0.6095727682113647
125,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_015.jpg,1,Overripe,1,Overripe,accepted_prob0.67_dist0.073,0.6731370091438293
126,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_016.jpg,1,Overripe,1,Overripe,accepted_prob0.98_dist0.021,0.9838950037956238
127,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_022.jpg,1,Overripe,2,Ripe,accepted_prob0.68_dist0.017,0.67960524559021
128,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_023.jpg,1,Overripe,1,Overripe,accepted_prob0.84_dist0.048,0.8377102613449097
129,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_035.jpg,1,Overripe,1,Overripe,accepted_prob0.84_dist0.060,0.8361623287200928
130,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_040.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.100,0.9997280240058899
131,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_044.jpg,1,Overripe,1,Overripe,accepted_prob0.83_dist0.068,0.8282140493392944
132,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_047.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.008,0.9886667728424072
133,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_049.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.031,0.9971988201141357
134,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_051.jpg,1,Overripe,1,Overripe,accepted_prob0.89_dist0.043,0.8919461369514465
135,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_052.jpg,1,Overripe,1,Overripe,accepted_prob0.73_dist0.076,0.731162965297699
136,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_057.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.058,0.9998893737792969
137,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_063.jpg,1,Overripe,2,Ripe,accepted_prob0.63_dist0.007,0.6327020525932312
138,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_071.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.56),0.5607433915138245
139,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_079.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.013,0.9909967184066772
140,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_081.jpg,1,Overripe,1,Overripe,accepted_prob0.71_dist0.069,0.7130878567695618
141,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_083.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.097,0.9997923970222473
142,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_098.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.56),0.5581775903701782
143,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_101.jpg,1,Overripe,1,Overripe,accepted_prob0.98_dist0.012,0.9820249080657959
144,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_107.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.030,0.9932020306587219
145,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_110.jpg,1,Overripe,1,Overripe,accepted_prob0.66_dist0.076,0.6600595116615295
146,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_111.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.115,0.9998759031295776
147,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_112.jpg,1,Overripe,1,Overripe,accepted_prob0.76_dist0.058,0.7647885680198669
148,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_114.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.54),0.5420535802841187
